label	pos	idx	tensor	layer	n	bit_equal	rel_l2	max_abs	llama_first4	apr_first4
p4	1	534	ffn_out-9	9	1024	61	5.345838e-07	5.215406e-08	-0.0451534241,0.0062840702,0.00112024788,0.00748808496	-0.0451534763,0.00628407579,0.00112024322,0.00748808216
p4	1	535	l_out-9	9	1024	30	1.456821e-06	3.166497e-07	-0.337852478,0.023013819,-0.0200125836,-0.00254582055	-0.337852657,0.0230138041,-0.0200125333,-0.00254590902
p4	1	536	attn_norm-10	10	1024	25	1.584440e-06	7.927418e-06	-6.99214077,0.49623546,-0.461353183,-0.0632784218	-6.99214315,0.496235043,-0.461351961,-0.0632806122
p4	1	537	conv_output_silu-10	10	6144	516	4.547163e-07	1.430511e-06	-0.000906724948,-0.00313336053,-0.00686200615,-0.0691637024	-0.000906726927,-0.00313336658,-0.006862015,-0.069163762
p4	1	538	q_conv_predelta-10	10	2048	104	5.403030e-07	4.768372e-07	-0.0030443999,-0.0105205029,-0.023039721,-0.232222542	-0.00304440479,-0.0105205178,-0.0230397396,-0.232222617
p4	1	539	k_conv_predelta-10	10	2048	206	4.956683e-07	3.278255e-07	-0.0592389591,0.118530758,0.212100759,0.0141299693	-0.0592390709,0.118530653,0.212100521,0.0141299823
p4	1	540	v_conv_predelta-10	10	2048	192	2.162893e-07	1.788139e-07	0.0175546836,0.00169300346,-0.00910061318,0.00602991506	0.0175547022,0.00169301871,-0.0091006225,0.00602991879
p4	1	541	a_softplus-10	10	16	16	0.000000e+00	0.000000e+00	0.984134614,0.0163167976,3.95597577,1.03778517	0.984134614,0.0163167976,3.95597577,1.03778517
p4	1	542	gate-10	10	16	16	0.000000e+00	0.000000e+00	-0.753089845,-0.0946331248,-1.22550416,-0.212492466	-0.753089845,-0.0946331248,-1.22550416,-0.212492466
p4	1	543	beta_sigmoid-10	10	16	16	0.000000e+00	0.000000e+00	0.868023276,0.762460828,0.93000108,0.725994527	0.868023276,0.762460828,0.93000108,0.725994527
p4	1	544	state_predelta-10	10	262144	15826	4.048706e-07	6.519258e-08	0.000226150572,0.000204668308,0.000189284387,0.000356424833	0.000226150747,0.000204668802,0.000189284387,0.000356424978
p4	1	545	new_state-10	10	262144	9509	5.032363e-07	4.172325e-07	-0.000777986657,0.00186613528,0.00325596263,0.000378815021	-0.00077798916,0.00186613586,0.00325596239,0.000378815515
p4	1	546	attn_output-10	10	2048	76	9.281012e-07	4.423782e-09	-1.06160167e-06,-5.50795949e-06,1.66025475e-05,3.23997556e-05	-1.06156119e-06,-5.50795357e-06,1.66024874e-05,3.23997447e-05
p4	1	547	z-10	10	2048	106	4.069401e-07	2.384186e-06	1.05859542,0.727446735,0.453520805,0.637982666	1.0585959,0.727446854,0.453521192,0.637983203
p4	1	548	final_output-10	10	2048	34	1.397150e-06	7.450581e-07	-0.00074884604,-0.00288222614,0.00448068976,0.0138153965	-0.000748817925,-0.00288222358,0.00448067859,0.0138154067
p4	1	549	linear_attn_out-10	10	1024	34	1.233029e-06	1.192093e-07	-0.0608991757,-0.00457542203,-0.00193786994,-0.00417177193	-0.0608992949,-0.00457543042,-0.00193787273,-0.00417177379
p4	1	550	attn_residual-10	10	1024	29	1.500993e-06	3.464520e-07	-0.398751646,0.018438397,-0.0219504535,-0.00671759248	-0.398751944,0.0184383728,-0.0219504051,-0.00671768282
p4	1	551	attn_post_norm-10	10	1024	18	1.641064e-06	6.915070e-06	-6.11436844,0.34901017,-0.414153814,-0.135436058	-6.11437225,0.349009693,-0.414152831,-0.135437861
p4	1	552	ffn_out-10	10	1024	14	1.252516e-06	1.192093e-07	0.153124437,-0.0159473512,0.0175187849,-0.0211585127	0.153124526,-0.0159473401,0.0175187737,-0.021158563
p4	1	553	l_out-10	10	1024	19	1.496879e-06	3.529713e-07	-0.24562721,0.00249104574,-0.00443166867,-0.0278761052	-0.245627418,0.0024910327,-0.00443163142,-0.0278762467
p4	1	554	attn_norm-11	11	1024	21	1.529332e-06	7.063150e-06	-4.01831532,0.0425049141,-0.0807552561,-0.560124457	-4.0183177,0.0425046794,-0.0807545483,-0.560127079
p4	1	555	attn_pregate-11	11	2048	82	9.463783e-07	1.811981e-05	0.0943846554,0.085355252,0.138614058,0.0896293744	0.0943849683,0.0853553712,0.138614133,0.0896291584
p4	1	556	attn_gated-11	11	2048	67	6.983311e-07	4.619360e-07	0.00418743584,0.00521155214,0.00902927946,0.00126564514	0.00418744981,0.00521155819,0.00902928226,0.00126564142
p4	1	557	attn_output-11	11	1024	77	1.435478e-06	6.705523e-08	-0.00115527958,-0.00561782345,-0.0203117169,-0.0187108554	-0.00115524232,-0.00561781414,-0.0203117114,-0.0187108554
p4	1	558	attn_residual-11	11	1024	15	1.533296e-06	3.306195e-07	-0.246782482,-0.00312677771,-0.0247433856,-0.0465869606	-0.24678266,-0.00312678143,-0.0247433428,-0.0465871021
p4	1	559	attn_post_norm-11	11	1024	19	1.647999e-06	6.467104e-06	-3.346452,-0.0601526275,-0.454225779,-0.920768499	-3.34645438,-0.0601526909,-0.454224944,-0.920771182
p4	1	560	ffn_out-11	11	1024	34	8.490193e-07	8.940697e-08	0.0487173088,0.0438800454,0.0201121271,0.0631525889	0.0487173982,0.043880038,0.0201121327,0.0631526336
