label	pos	tensor	layer	type	point	rel_before	rel_after	step	cos	sub	sub_rel	sub_cos
p4	2	l_out-15	15	full_attention	ffn	0.134329	0.127283	-0.007046	0.991951	ffn_out-15	0.181552	0.983767
p4	2	attn_residual-16	16	linear_gated_deltanet	mixer	0.127283	0.126503	-0.000780	0.992044	linear_attn_out-16	0.160436	0.987059
p4	2	l_out-16	16	linear_gated_deltanet	ffn	0.126503	0.113009	-0.013494	0.993656	ffn_out-16	0.116528	0.993190
p4	2	attn_residual-17	17	linear_gated_deltanet	mixer	0.113009	0.122214	0.009205	0.992513	linear_attn_out-17	0.222140	0.977798
p4	2	l_out-17	17	linear_gated_deltanet	ffn	0.122214	0.128001	0.005787	0.991846	ffn_out-17	0.166649	0.986604
p4	2	attn_residual-18	18	linear_gated_deltanet	mixer	0.128001	0.132752	0.004751	0.991202	linear_attn_out-18	0.202995	0.979807
p4	2	l_out-18	18	linear_gated_deltanet	ffn	0.132752	0.122633	-0.010119	0.992589	ffn_out-18	0.148695	0.988902
p4	2	attn_residual-19	19	full_attention	mixer	0.122633	0.133878	0.011245	0.991132	attn_output-19	0.086107	0.996299
p4	2	l_out-19	19	full_attention	ffn	0.133878	0.129385	-0.004493	0.991721	ffn_out-19	0.167047	0.986014
p4	2	attn_residual-20	20	linear_gated_deltanet	mixer	0.129385	0.135464	0.006079	0.990899	linear_attn_out-20	0.216777	0.977045
p4	2	l_out-20	20	linear_gated_deltanet	ffn	0.135464	0.143356	0.007892	0.989805	ffn_out-20	0.193913	0.981023
p4	2	attn_residual-21	21	linear_gated_deltanet	mixer	0.143356	0.160431	0.017075	0.987316	linear_attn_out-21	0.280454	0.959903
p4	2	l_out-21	21	linear_gated_deltanet	ffn	0.160431	0.160956	0.000525	0.987102	ffn_out-21	0.211977	0.977329
p4	2	attn_residual-22	22	linear_gated_deltanet	mixer	0.160956	0.179760	0.018804	0.983882	linear_attn_out-22	0.298877	0.955129
p4	2	l_out-22	22	linear_gated_deltanet	ffn	0.179760	0.184207	0.004447	0.982950	ffn_out-22	0.219613	0.975603
p4	2	attn_residual-23	23	full_attention	mixer	0.184207	0.203813	0.019606	0.979128	attn_output-23	0.176648	0.984343
p4	2	l_out-23	23	full_attention	ffn	0.203813	0.226164	0.022351	0.974318	ffn_out-23	0.254584	0.968088
p4	2	result_norm	-1	-	final_norm	0.226164	0.225997	-0.000167	0.974492	-	-	-
p4	3	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.036257	0.036257	0.999343	linear_attn_out-0	0.036260	0.999342
p4	3	l_out-0	0	linear_gated_deltanet	ffn	0.036257	0.044281	0.008024	0.999020	ffn_out-0	0.061762	0.998155
p4	3	attn_residual-1	1	linear_gated_deltanet	mixer	0.044281	0.052899	0.008618	0.998601	linear_attn_out-1	0.080516	0.996774
p4	3	l_out-1	1	linear_gated_deltanet	ffn	0.052899	0.070578	0.017679	0.997522	ffn_out-1	0.090919	0.995909
p4	3	attn_residual-2	2	linear_gated_deltanet	mixer	0.070578	0.068685	-0.001893	0.997665	linear_attn_out-2	0.081020	0.996797
p4	3	l_out-2	2	linear_gated_deltanet	ffn	0.068685	0.083382	0.014697	0.996657	ffn_out-2	0.093520	0.995668
p4	3	attn_residual-3	3	full_attention	mixer	0.083382	0.086086	0.002704	0.996367	attn_output-3	0.080167	0.997001
p4	3	l_out-3	3	full_attention	ffn	0.086086	0.102634	0.016548	0.994762	ffn_out-3	0.133071	0.991180
p4	3	attn_residual-4	4	linear_gated_deltanet	mixer	0.102634	0.107626	0.004992	0.994231	linear_attn_out-4	0.157093	0.988492
p4	3	l_out-4	4	linear_gated_deltanet	ffn	0.107626	0.122427	0.014801	0.992528	ffn_out-4	0.163487	0.986555
p4	3	attn_residual-5	5	linear_gated_deltanet	mixer	0.122427	0.123720	0.001293	0.992362	linear_attn_out-5	0.142797	0.989809
p4	3	l_out-5	5	linear_gated_deltanet	ffn	0.123720	0.140453	0.016733	0.990089	ffn_out-5	0.191776	0.981475
p4	3	attn_residual-6	6	linear_gated_deltanet	mixer	0.140453	0.131995	-0.008458	0.991278	linear_attn_out-6	0.133481	0.991646
p4	3	l_out-6	6	linear_gated_deltanet	ffn	0.131995	0.129736	-0.002259	0.991791	ffn_out-6	0.192764	0.981297
p4	3	attn_residual-7	7	full_attention	mixer	0.129736	0.138145	0.008409	0.990704	attn_output-7	0.139185	0.990663
p4	3	l_out-7	7	full_attention	ffn	0.138145	0.136068	-0.002077	0.990819	ffn_out-7	0.204962	0.979377
p4	3	attn_residual-8	8	linear_gated_deltanet	mixer	0.136068	0.131902	-0.004166	0.991331	linear_attn_out-8	0.161653	0.986851
p4	3	l_out-8	8	linear_gated_deltanet	ffn	0.131902	0.131376	-0.000526	0.991356	ffn_out-8	0.208675	0.979020
p4	3	attn_residual-9	9	linear_gated_deltanet	mixer	0.131376	0.130154	-0.001222	0.991508	linear_attn_out-9	0.190649	0.981735
p4	3	l_out-9	9	linear_gated_deltanet	ffn	0.130154	0.128107	-0.002047	0.991762	ffn_out-9	0.231270	0.973479
p4	3	attn_residual-10	10	linear_gated_deltanet	mixer	0.128107	0.125421	-0.002686	0.992110	linear_attn_out-10	0.169358	0.985977
p4	3	l_out-10	10	linear_gated_deltanet	ffn	0.125421	0.127984	0.002563	0.991786	ffn_out-10	0.172714	0.985260
p4	3	attn_residual-11	11	full_attention	mixer	0.127984	0.132700	0.004716	0.991161	attn_output-11	0.141270	0.990228
p4	3	l_out-11	11	full_attention	ffn	0.132700	0.132329	-0.000371	0.991344	ffn_out-11	0.204407	0.980122
p4	3	attn_residual-12	12	linear_gated_deltanet	mixer	0.132329	0.129137	-0.003192	0.991725	linear_attn_out-12	0.181750	0.984062
p4	3	l_out-12	12	linear_gated_deltanet	ffn	0.129137	0.130331	0.001194	0.991619	ffn_out-12	0.195549	0.981893
p4	3	attn_residual-13	13	linear_gated_deltanet	mixer	0.130331	0.130811	0.000480	0.991474	linear_attn_out-13	0.175623	0.984461
p4	3	l_out-13	13	linear_gated_deltanet	ffn	0.130811	0.132138	0.001327	0.991241	ffn_out-13	0.201660	0.980109
p4	3	attn_residual-14	14	linear_gated_deltanet	mixer	0.132138	0.132506	0.000368	0.991183	linear_attn_out-14	0.141748	0.989970
p4	3	l_out-14	14	linear_gated_deltanet	ffn	0.132506	0.133168	0.000662	0.991134	ffn_out-14	0.159518	0.987463
p4	3	attn_residual-15	15	full_attention	mixer	0.133168	0.137997	0.004829	0.990488	attn_output-15	0.140607	0.990110
p4	3	l_out-15	15	full_attention	ffn	0.137997	0.134815	-0.003182	0.990875	ffn_out-15	0.160888	0.986988
p4	3	attn_residual-16	16	linear_gated_deltanet	mixer	0.134815	0.132535	-0.002280	0.991179	linear_attn_out-16	0.144886	0.989528
p4	3	l_out-16	16	linear_gated_deltanet	ffn	0.132535	0.134520	0.001985	0.990911	ffn_out-16	0.194185	0.981093
p4	3	attn_residual-17	17	linear_gated_deltanet	mixer	0.134520	0.131463	-0.003057	0.991322	linear_attn_out-17	0.168585	0.985705
p4	3	l_out-17	17	linear_gated_deltanet	ffn	0.131463	0.131079	-0.000384	0.991373	ffn_out-17	0.142431	0.989862
p4	3	attn_residual-18	18	linear_gated_deltanet	mixer	0.131079	0.123247	-0.007832	0.992397	linear_attn_out-18	0.145450	0.989550
p4	3	l_out-18	18	linear_gated_deltanet	ffn	0.123247	0.118947	-0.004300	0.992913	ffn_out-18	0.175331	0.984937
p4	3	attn_residual-19	19	full_attention	mixer	0.118947	0.122246	0.003299	0.992531	attn_output-19	0.211782	0.978665
p4	3	l_out-19	19	full_attention	ffn	0.122246	0.124582	0.002336	0.992210	ffn_out-19	0.171612	0.985707
p4	3	attn_residual-20	20	linear_gated_deltanet	mixer	0.124582	0.118908	-0.005674	0.992944	linear_attn_out-20	0.134180	0.991010
p4	3	l_out-20	20	linear_gated_deltanet	ffn	0.118908	0.123645	0.004737	0.992350	ffn_out-20	0.166296	0.986192
p4	3	attn_residual-21	21	linear_gated_deltanet	mixer	0.123645	0.124017	0.000372	0.992390	linear_attn_out-21	0.191553	0.981564
p4	3	l_out-21	21	linear_gated_deltanet	ffn	0.124017	0.122035	-0.001982	0.992543	ffn_out-21	0.140418	0.990555
p4	3	attn_residual-22	22	linear_gated_deltanet	mixer	0.122035	0.124733	0.002698	0.992250	linear_attn_out-22	0.188791	0.983175
p4	3	l_out-22	22	linear_gated_deltanet	ffn	0.124733	0.122412	-0.002321	0.992480	ffn_out-22	0.138742	0.990382
p4	3	attn_residual-23	23	full_attention	mixer	0.122412	0.130066	0.007654	0.991539	attn_output-23	0.121583	0.992583
p4	3	l_out-23	23	full_attention	ffn	0.130066	0.143451	0.013385	0.990003	ffn_out-23	0.110250	0.994442
p4	3	result_norm	-1	-	final_norm	0.143451	0.147424	0.003973	0.989395	-	-	-
orig	4	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.033858	0.033858	0.999427	linear_attn_out-0	0.034282	0.999413
orig	4	l_out-0	0	linear_gated_deltanet	ffn	0.033858	0.037471	0.003613	0.999299	ffn_out-0	0.060557	0.998166
orig	4	attn_residual-1	1	linear_gated_deltanet	mixer	0.037471	0.034549	-0.002922	0.999404	linear_attn_out-1	0.046844	0.998905
orig	4	l_out-1	1	linear_gated_deltanet	ffn	0.034549	0.045377	0.010828	0.999001	ffn_out-1	0.066921	0.997767
orig	4	attn_residual-2	2	linear_gated_deltanet	mixer	0.045377	0.045413	0.000036	0.998978	linear_attn_out-2	0.069095	0.997636
orig	4	l_out-2	2	linear_gated_deltanet	ffn	0.045413	0.045680	0.000267	0.999043	ffn_out-2	0.062774	0.998079
orig	4	attn_residual-3	3	full_attention	mixer	0.045680	0.051462	0.005782	0.998755	attn_output-3	0.081330	0.996997
orig	4	l_out-3	3	full_attention	ffn	0.051462	0.050920	-0.000542	0.998724	ffn_out-3	0.075157	0.997196
orig	4	attn_residual-4	4	linear_gated_deltanet	mixer	0.050920	0.057229	0.006309	0.998365	linear_attn_out-4	0.092943	0.995806
orig	4	l_out-4	4	linear_gated_deltanet	ffn	0.057229	0.056819	-0.000410	0.998386	ffn_out-4	0.086979	0.996210
orig	4	attn_residual-5	5	linear_gated_deltanet	mixer	0.056819	0.055256	-0.001563	0.998475	linear_attn_out-5	0.091900	0.995769
orig	4	l_out-5	5	linear_gated_deltanet	ffn	0.055256	0.055421	0.000165	0.998474	ffn_out-5	0.085594	0.996331
